Location,Price,Type of House,Land Area,Bedrooms
"Phường Bình Hưng Hòa B, Quận Bình Tân",2500000000,"Nhà hẻm, ngõ",40.0,4.0
"Phường 15, Quận Phú Nhuận",2400000000,"Nhà hẻm, ngõ",42.0,2.0
"Phường 9, Quận Phú Nhuận",1900000000,"Nhà hẻm, ngõ",48.0,3.0
"Phường Tân Thuận Tây, Quận 7",9000000000,"Nhà hẻm, ngõ",62.0,8.0
"Phường Cầu Kho, Quận 1",3500000000,"Nhà hẻm, ngõ",12.0,2.0
"Phường 12, Quận Tân Bình",6100000000,"Nhà hẻm, ngõ",52.0,4.0
"Phường Tân Định, Quận 1",26000000000,Nhà mặt tiền,124.0,6.2
"Phường 26, Quận Bình Thạnh",8900000000,"Nhà hẻm, ngõ",65.0,6.0
"Phường Tân Quý, Quận Tân Phú",5500000000,"Nhà hẻm, ngõ",56.0,4.0
"Phường 13, Quận Bình Thạnh",2750000000,"Nhà hẻm, ngõ",67.0,4.0
"Phường 24, Quận Bình Thạnh",9900000000,"Nhà hẻm, ngõ",140.0,5.0
"Phường 13, Quận Phú Nhuận",6600000000,"Nhà hẻm, ngõ",36.0,2.0
"Phường 12, Quận Bình Thạnh",9500000000,"Nhà hẻm, ngõ",75.0,5.0
"Phường Tân Chánh Hiệp, Quận 12",2630000000,"Nhà hẻm, ngõ",39.0,4.0
"Phường Bình Hưng Hòa, Quận Bình Tân",1980000000,"Nhà hẻm, ngõ",32.0,2.0
"Xã Tân An Hội, Huyện Củ Chi",600000000,Nhà mặt tiền,130.0,6.0
"Phường 12, Quận Gò Vấp",7350000000,"Nhà hẻm, ngõ",42.0,3.0
"Phường 13, Quận Tân Bình",1550000000,"Nhà hẻm, ngõ",45.0,3.0
"Phường 10, Quận Tân Bình",40000000000,Nhà mặt tiền,92.0,18.4
"Phường 16, Quận Gò Vấp",3950000000,"Nhà hẻm, ngõ",24.0,2.0
"Phường 11, Quận 6",30000000000,Nhà mặt tiền,232.0,4.0
"Phường 6, Quận Bình Thạnh",7000000000,"Nhà hẻm, ngõ",50.0,4.0
"Phường Hiệp Thành, Quận 12",4400000000,"Nhà hẻm, ngõ",104.0,7.0
"Phường Tây Thạnh, Quận Tân Phú",1550000000,"Nhà hẻm, ngõ",32.0,2.0
"Phường 13, Quận Tân Bình",9600000000,"Nhà hẻm, ngõ",52.0,5.0
"Phường Bình Trị Đông, Quận Bình Tân",1980000000,"Nhà hẻm, ngõ",64.0,2.0
"Phường 7, Quận Gò Vấp",9000000000,"Nhà hẻm, ngõ",83.0,6.0
"Phường An Phú, TP. Thủ Đức - Quận 2",23500000000,Nhà mặt tiền,119.0,16.0
"Phường Tân Sơn Nhì, Quận Tân Phú",16000000000,"Nhà hẻm, ngõ",120.0,3.0
"Phường 24, Quận Bình Thạnh",2650000000,"Nhà hẻm, ngõ",22.0,2.0
"Phường 12, Quận 10",17900000000,"Nhà hẻm, ngõ",95.0,4.0
"Phường Tân Thuận Tây, Quận 7",16600000000,"Nhà hẻm, ngõ",130.0,24.0
"Phường 16, Quận Gò Vấp",17500000000,Nhà mặt tiền,135.0,18.0
"Phường 3, Quận Phú Nhuận",2400000000,"Nhà hẻm, ngõ",60.0,4.0
"Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức",2980000000,"Nhà hẻm, ngõ",43.0,2.0
"Phường 6, Quận Gò Vấp",8000000000,"Nhà hẻm, ngõ",68.0,5.0
"Phường Tân Quý, Quận Tân Phú",1550000000,"Nhà hẻm, ngõ",45.0,3.0
"Phường 13, Quận Tân Bình",3450000000,"Nhà hẻm, ngõ",53.0,3.0
"Phường 7, Quận Tân Bình",39990000000,Nhà mặt tiền,160.0,6.0
"Phường 10, Quận Gò Vấp",5700000000,"Nhà hẻm, ngõ",64.0,2.0
"Phường Bình Hưng Hòa A, Quận Bình Tân",4350000000,Nhà mặt tiền,40.0,2.0
"Huyện Củ Chi, TP.HCM",1950000000,"Nhà hẻm, ngõ",100.0,2.0
"Phường Thới An, Quận 12",2500000000,"Nhà hẻm, ngõ",46.0,4.0
"Phường 7, Quận Phú Nhuận",1900000000,"Nhà hẻm, ngõ",50.0,2.0
"Phường Phú Thọ Hòa, Quận Tân Phú",8000000000,"Nhà hẻm, ngõ",80.0,3.0
"Phường Bình Hưng Hòa A, Quận Bình Tân",4150000000,"Nhà hẻm, ngõ",60.0,3.0
"Phường Đa Kao, Quận 1",28000000000,Nhà mặt tiền,90.0,1.0
"Phường 15, Quận 8",11000000000,"Nhà hẻm, ngõ",174.0,3.0
"Phường Tân Chánh Hiệp, Quận 12",2500000000,"Nhà hẻm, ngõ",40.0,4.0
"Phường Phạm Ngũ Lão, Quận 1",4500000000,"Nhà hẻm, ngõ",48.0,3.0
"Phường Trường Thạnh, TP. Thủ Đức - Quận 9",13000000000,Nhà mặt tiền,210.0,1.0
"Phường 12, Quận Bình Thạnh",5500000000,"Nhà hẻm, ngõ",40.0,3.0
"Thị Trấn Nhà Bè, Huyện Nhà Bè",4200000000,"Nhà hẻm, ngõ",77.0,2.0
"Phường 6 (Phường Võ Thị Sáu), Quận 3",79000000000,Nhà mặt tiền,252.0,8.0
"Phường 15, Quận Tân Bình",17500000000,"Nhà hẻm, ngõ",259.0,12.0
"Phường Tân Định, Quận 1",30000000000,Nhà mặt tiền,99.0,5.0
"Phường 8, Quận 10",10500000000,"Nhà hẻm, ngõ",50.0,5.0
"Phường Bình Hưng Hòa A, Quận Bình Tân",4520000000,"Nhà hẻm, ngõ",75.0,2.0
"Phường 2, Quận 4",4350000000,"Nhà hẻm, ngõ",22.0,1.0
"Phường 24, Quận Bình Thạnh",7000000000,"Nhà hẻm, ngõ",42.0,3.0
"Phường Tân Thuận Đông, Quận 7",1090000000,Nhà mặt tiền,18.0,2.0
"Phường Tây Thạnh, Quận Tân Phú",1550000000,"Nhà hẻm, ngõ",28.0,2.0
"Phường Phú Thuận, Quận 7",35000000000,Nhà mặt tiền,120.0,20.0
"Huyện Hóc Môn, TP.HCM",8500000000,Nhà mặt tiền,100.0,0.0
"Phường 6, Quận Gò Vấp",6850000000,Nhà mặt tiền,80.0,2.0
"Phường 14, Quận Gò Vấp",7350000000,"Nhà hẻm, ngõ",58.0,4.0
"Phường Bến Thành, Quận 1",220000000000,Nhà mặt tiền,160.0,8.0
"Phường 7, Quận Bình Thạnh",9500000000,"Nhà hẻm, ngõ",52.0,6.0
"Phường Phú Thuận, Quận 7",6500000000,Nhà mặt tiền,44.0,3.0
"Phường Tân Thới Hiệp, Quận 12",5350000000,"Nhà hẻm, ngõ",105.0,5.0
"Phường 11, Quận 5",8000000000,"Nhà hẻm, ngõ",63.0,3.0
"Phường 1, Quận 6",7500000000,"Nhà hẻm, ngõ",57.0,6.0
"Phường 9, Quận 3",10800000000,"Nhà hẻm, ngõ",42.0,3.0
"Phường 10, Quận Tân Bình",1550000000,"Nhà hẻm, ngõ",38.0,3.0
"Phường 9, Quận Phú Nhuận",2680000000,"Nhà hẻm, ngõ",44.0,3.0
"Phường Thảo Điền, TP. Thủ Đức - Quận 2",32000000000,Nhà mặt tiền,152.0,5.0
"Phường 11, Quận Bình Thạnh",23000000000,Nhà mặt tiền,115.0,6.0
"Phường 5, Quận Tân Bình",8500000000,"Nhà hẻm, ngõ",98.0,5.0
"Phường 13, Quận Tân Bình",18900000000,Nhà mặt tiền,240.0,4.0
"Phường Thạnh Lộc, Quận 12",11500000000,Nhà mặt tiền,507.0,5.0
"Phường 14, Quận 5",2600000000,"Nhà hẻm, ngõ",83.0,5.0
"Phường Bến Thành, Quận 1",35500000000,Nhà mặt tiền,67.0,13.4
"Phường 12, Quận 10",21500000000,"Nhà hẻm, ngõ",90.0,4.0
"Phường 13, Quận Tân Bình",18000000000,"Nhà hẻm, ngõ",110.0,3.0
"Phường Bình Hưng Hòa, Quận Bình Tân",2630000000,"Nhà hẻm, ngõ",35.0,4.0
"Phường Phạm Ngũ Lão, Quận 1",18000000000,"Nhà hẻm, ngõ",48.0,6.0
"Phường 7, Quận Gò Vấp",13500000000,Nhà mặt tiền,100.0,4.0
"Phường Linh Trung, TP. Thủ Đức - Quận Thủ Đức",3750000000,"Nhà hẻm, ngõ",74.0,2.0
"Phường Linh Xuân, TP. Thủ Đức - Quận Thủ Đức",3890000000,Nhà mặt tiền,60.0,4.0
"Phường Bình Trị Đông, Quận Bình Tân",6700000000,Nhà mặt tiền,80.0,2.0
"Phường 24, Quận Bình Thạnh",7800000000,"Nhà hẻm, ngõ",70.0,3.0
"Phường Hiệp Bình Phước, TP. Thủ Đức - Quận Thủ Đức",1990000000,"Nhà hẻm, ngõ",60.0,3.0
"Phường Tân Quy, Quận 7",33000000000,Nhà mặt tiền,100.0,6.0
"Phường Tân Phú, TP. Thủ Đức - Quận 9",14500000000,Nhà mặt tiền,220.0,3.0
"Phường 3, Quận Tân Bình",1550000000,"Nhà hẻm, ngõ",35.0,2.0
"Phường 4, Quận 8",1650000000,"Nhà hẻm, ngõ",33.0,2.0
"Phường 13, Quận Bình Thạnh",8900000000,"Nhà hẻm, ngõ",64.0,4.0
"Phường 13, Quận 5",9480000000,"Nhà hẻm, ngõ",64.0,3.0
"Phường 12, Quận Bình Thạnh",2500000000,"Nhà hẻm, ngõ",38.0,2.0
"Phường 11, Quận 5",23000000000,Nhà mặt tiền,73.0,3.65
"Phường 11, Quận Bình Thạnh",4800000000,"Nhà hẻm, ngõ",30.0,2.0
"Phường 7, Quận Gò Vấp",4350000000,"Nhà hẻm, ngõ",32.0,2.0
"Phường 5, Quận Bình Thạnh",12000000000,"Nhà hẻm, ngõ",127.0,6.0
"Phường 14, Quận Gò Vấp",6950000000,"Nhà hẻm, ngõ",90.0,13.0
"Phường 1, Quận Bình Thạnh",2650000000,"Nhà hẻm, ngõ",53.0,2.0
"Phường 15, Quận 10",21000000000,Nhà mặt tiền,89.0,3.0
"Phường 3, Quận Bình Thạnh",1990000000,"Nhà hẻm, ngõ",15.0,2.0
"Phường Tân Phong, Quận 7",10700000000,Nhà mặt tiền,65.0,3.0
"Phường Thạnh Lộc, Quận 12",2500000000,"Nhà hẻm, ngõ",61.0,3.0
"Phường 7 (Phường Võ Thị Sáu), Quận 3",36000000000,"Nhà hẻm, ngõ",170.0,4.0
"Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức",13300000000,Nhà mặt tiền,90.0,4.0
"Phường Thạnh Xuân, Quận 12",1790000000,"Nhà hẻm, ngõ",80.0,3.0
"Phường 11, Quận Bình Thạnh",4800000000,"Nhà hẻm, ngõ",46.0,2.0
"Phường 11, Quận Gò Vấp",11500000000,Nhà mặt tiền,160.0,2.0
"Phường Hiệp Bình Phước, TP. Thủ Đức - Quận Thủ Đức",2350000000,"Nhà hẻm, ngõ",30.0,1.0
"Phường Tây Thạnh, Quận Tân Phú",6000000000,"Nhà hẻm, ngõ",75.0,3.0
"Phường 15, Quận Tân Bình",2300000000,"Nhà hẻm, ngõ",58.0,3.0
"Phường Tân Quy, Quận 7",26000000000,Nhà mặt tiền,146.0,8.0
"Phường 3, Quận 5",55000000000,Nhà mặt tiền,105.0,9.0
"Phường Thạnh Xuân, Quận 12",3500000000,"Nhà hẻm, ngõ",72.0,3.0
"Phường 22, Quận Bình Thạnh",15500000000,"Nhà hẻm, ngõ",114.0,4.0
"Phường 15, Quận 10",14000000000,"Nhà hẻm, ngõ",64.0,9.0
"Phường Bến Thành, Quận 1",23000000000,Nhà mặt tiền,100.0,6.0
"Phường 3, Quận Bình Thạnh",47000000000,"Biệt thự, Villa",155.0,5.0
"Phường Linh Đông, TP. Thủ Đức - Quận Thủ Đức",13500000000,"Nhà hẻm, ngõ",200.0,4.0
"Phường 5, Quận 11",10500000000,Nhà mặt tiền,56.0,7.0
"Xã Bà Điểm, Huyện Hóc Môn",7000000000,Nhà mặt tiền,109.0,1.0
"Phường Tân Định, Quận 1",28000000000,"Biệt thự, Villa",113.0,5.0
"Phường Hiệp Thành, Quận 12",2500000000,"Nhà hẻm, ngõ",40.0,3.0
"Phường An Lạc, Quận Bình Tân",5500000000,"Nhà hẻm, ngõ",68.0,5.0
"Phường 22, Quận Bình Thạnh",14500000000,"Nhà hẻm, ngõ",60.0,4.0
"Phường 22, Quận Bình Thạnh",4250000000,"Nhà hẻm, ngõ",60.0,3.0
"Phường 11, Quận Tân Bình",11900000000,Nhà mặt tiền,63.0,5.0
"Phường Tân Quy, Quận 7",19000000000,Nhà mặt tiền,79.0,8.0
"Phường 14, Quận Tân Bình",60000000000,Nhà mặt tiền,280.0,2.0
"Phường 6 (Phường Võ Thị Sáu), Quận 3",79000000000,Nhà mặt tiền,252.0,8.0
"Phường Thạnh Xuân, Quận 12",520000000,"Nhà hẻm, ngõ",13.0,2.0
"Phường 7, Quận Phú Nhuận",4059999999,Nhà mặt tiền,48.0,5.0
"Phường Bình Hưng Hòa A, Quận Bình Tân",1250000000,"Nhà hẻm, ngõ",65.0,3.0
"Phường Bình Thuận, Quận 7",4000000000,"Nhà hẻm, ngõ",35.0,2.0
"Phường 3, Quận Tân Bình",4500000000,"Nhà hẻm, ngõ",64.0,4.0
"Phường 8 (Phường Võ Thị Sáu), Quận 3",2000000000,"Nhà hẻm, ngõ",20.0,2.0
"Phường 7, Quận 8",880000000,"Nhà hẻm, ngõ",55.0,2.0
"Phường 1, Quận Phú Nhuận",2790000000,Nhà mặt tiền,52.0,4.0
"Xã Phước Kiển, Huyện Nhà Bè",11500000000,Nhà mặt tiền,90.0,4.0
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",4500000000,"Nhà hẻm, ngõ",63.0,2.0
"Phường 12, Quận 6",3850000000,"Nhà hẻm, ngõ",56.0,3.0
"Phường Thới An, Quận 12",6800000000,"Nhà hẻm, ngõ",124.0,2.0
"Phường 6, Quận Bình Thạnh",4250000000,"Nhà hẻm, ngõ",19.0,2.0
"Phường Tây Thạnh, Quận Tân Phú",8000000000,"Nhà hẻm, ngõ",109.0,2.0
"Phường 7, Quận Bình Thạnh",36000000000,Nhà mặt tiền,160.0,5.0
"TP. Thủ Đức - Quận 2, TP.HCM",17500000000,Nhà mặt tiền,86.0,5.0
"Phường 7, Quận Gò Vấp",2200000000,"Nhà hẻm, ngõ",40.0,2.0
"Phường 14, Quận Gò Vấp",6500000000,Nhà mặt tiền,68.0,4.0
"Phường 2, Quận Phú Nhuận",2400000000,"Nhà hẻm, ngõ",45.0,3.0
"Phường Bình Hưng Hòa A, Quận Bình Tân",3180000000,"Nhà hẻm, ngõ",60.0,1.0
"Phường 11, Quận 11",1800000000,"Nhà hẻm, ngõ",35.0,2.0
"Phường Cô Giang, Quận 1",2500000000,"Nhà hẻm, ngõ",15.0,1.0
"Phường 1, Quận Bình Thạnh",5900000000,"Nhà hẻm, ngõ",37.0,2.0
"Phường 2, Quận Phú Nhuận",23500000000,Nhà mặt tiền,64.0,6.0
"Phường Phú Thạnh, Quận Tân Phú",35000000000,Nhà mặt tiền,150.0,2.0
"Phường 3, Quận 3",4400000000,Nhà mặt tiền,70.0,4.0
"Phường 9, Quận Gò Vấp",4660000000,"Nhà hẻm, ngõ",41.0,2.0
"Phường 5, Quận Gò Vấp",2200000000,"Nhà hẻm, ngõ",53.0,4.0
"Phường Bình Hưng Hòa A, Quận Bình Tân",2630000000,"Nhà hẻm, ngõ",25.0,3.0
"TP. Thủ Đức - Quận 9, TP.HCM",14700000000,Nhà mặt tiền,85.0,4.0
"Phường Bình Hưng Hòa A, Quận Bình Tân",7000000000,"Nhà hẻm, ngõ",50.0,4.0
"Phường Sơn Kỳ, Quận Tân Phú",5500000000,"Nhà hẻm, ngõ",59.0,2.0
"Phường 8, Quận Gò Vấp",2750000000,"Nhà hẻm, ngõ",35.0,2.0
"Phường 16, Quận 4",5500000000,Nhà mặt tiền,44.0,2.0
"Phường 9, Quận Phú Nhuận",2400000000,"Nhà hẻm, ngõ",38.0,3.0
"Phường 9, Quận Gò Vấp",9000000000,"Nhà hẻm, ngõ",68.0,5.0
"Phường 13, Quận 6",6500000000,"Nhà hẻm, ngõ",86.0,2.0
"Phường 17, Quận Bình Thạnh",14500000000,"Nhà hẻm, ngõ",68.0,5.0
"Phường Tân Thành, Quận Tân Phú",5500000000,"Nhà hẻm, ngõ",50.0,1.0
"Phường 11, Quận Bình Thạnh",36000000000,Nhà mặt tiền,193.0,30.0
"Xã Tân Kiên, Huyện Bình Chánh",750000000,"Nhà hẻm, ngõ",116.0,2.0
"Phường 11, Quận Bình Thạnh",5900000000,"Nhà hẻm, ngõ",63.0,4.0
"Phường 2, Quận 8",13000000000,"Nhà hẻm, ngõ",100.0,4.0
"Phường Hiệp Tân, Quận Tân Phú",2900000000,Nhà mặt tiền,23.0,2.0
"Phường 9, Quận 11",33000000000,Nhà mặt tiền,122.0,18.299999999999997
"Xã Bình Hưng, Huyện Bình Chánh",20000000000,Nhà mặt tiền,100.0,6.0
"Phường 13, Quận 11",6000000000,"Nhà hẻm, ngõ",39.0,4.0
"Phường 3, Quận 8",13500000000,Nhà mặt tiền,64.0,4.0
"Phường 4, Quận 8",7900000000,Nhà mặt tiền,48.0,2.0
"Phường 25, Quận Bình Thạnh",7600000000,"Nhà hẻm, ngõ",40.0,8.0
"Phường 4, Quận 8",13500000000,Nhà mặt tiền,80.0,5.0
"Phường 7, Quận 8",15800000000,Nhà mặt tiền,233.0,2.0
"Phường Tân Thới Hiệp, Quận 12",6250000000,"Nhà hẻm, ngõ",72.0,5.0
"Phường 7 (Phường Võ Thị Sáu), Quận 3",10500000000,"Nhà hẻm, ngõ",41.0,5.0
"Phường 11, Quận Tân Bình",10900000000,"Nhà hẻm, ngõ",60.0,4.0
"Phường 7, Quận Phú Nhuận",4750000000,"Nhà hẻm, ngõ",36.0,5.0
"Phường 11, Quận 6",10000000000,Nhà mặt tiền,60.0,6.0
"Phường Phú Thuận, Quận 7",2890000000,"Nhà hẻm, ngõ",28.0,2.0
"Phường Bình Trị Đông B, Quận Bình Tân",12000000000,Nhà mặt tiền,100.0,4.0
"Xã Tân Thông Hội, Huyện Củ Chi",600000000,Nhà mặt tiền,130.0,2.0
"Phường 2, Quận 5",12000000000,Nhà mặt tiền,26.0,4.0
"Phường 5, Quận 8",890000000,"Nhà hẻm, ngõ",192.0,4.0
"Phường Nguyễn Cư Trinh, Quận 1",26000000000,Nhà mặt tiền,99.0,19.8
"Xã Bà Điểm, Huyện Hóc Môn",700000000,"Nhà hẻm, ngõ",90.0,2.0
"Phường Tây Thạnh, Quận Tân Phú",1290000000,Nhà mặt tiền,63.0,3.0
"Phường 12, Quận 10",8600000000,"Nhà hẻm, ngõ",60.0,4.0
"Xã Xuân Thới Thượng, Huyện Hóc Môn",5690000000,Nhà mặt tiền,80.0,4.0
"Phường 9, Quận Gò Vấp",986000000,"Nhà hẻm, ngõ",64.0,3.0
"Phường 11, Quận Bình Thạnh",2650000000,"Nhà hẻm, ngõ",42.0,3.0
"Phường 10, Quận 10",4500000000,"Nhà hẻm, ngõ",28.0,1.4
"Phường 7, Quận 5",1110000000,"Nhà hẻm, ngõ",61.0,2.0
"Xã Tân Hiệp, Huyện Hóc Môn",700000000,"Nhà hẻm, ngõ",125.0,2.0
"Thị Trấn Tân Túc, Huyện Bình Chánh",4000000000,Nhà mặt tiền,88.0,1.0
"Phường Bình Hưng Hòa A, Quận Bình Tân",3180000000,"Nhà hẻm, ngõ",42.0,3.0
"Phường 4, Quận 10",5690000000,"Nhà hẻm, ngõ",44.0,3.0
"Phường Bình Hưng Hòa A, Quận Bình Tân",3990000000,"Nhà hẻm, ngõ",42.0,3.0
"Phường 14, Quận Tân Bình",10900000000,"Nhà hẻm, ngõ",100.0,5.0
"Phường 12, Quận 10",11500000000,"Nhà hẻm, ngõ",65.0,5.0
"Phường 12, Quận 10",19000000000,"Nhà hẻm, ngõ",96.0,4.0
"Phường Bến Thành, Quận 1",22500000000,Nhà mặt tiền,81.0,6.0
"Phường 12, Quận 10",17990000000,"Nhà hẻm, ngõ",108.0,4.0
"Phường 1, Quận 10",6500000000,"Nhà hẻm, ngõ",51.0,2.0
"Phường 6, Quận 10",13300000000,Nhà mặt tiền,50.0,4.0
"Phường Phú Thọ Hòa, Quận Tân Phú",6800000000,Nhà mặt tiền,78.0,2.0
"Phường 14, Quận 10",11000000000,"Nhà hẻm, ngõ",60.0,4.0
"Phường 3, Quận 3",23500000000,"Nhà hẻm, ngõ",140.0,5.0
"Phường 24, Quận Bình Thạnh",960000000,"Nhà hẻm, ngõ",54.0,3.0
"Phường 13, Quận Phú Nhuận",21500000000,Nhà mặt tiền,76.0,5.0
"Phường 10, Quận Tân Bình",1050000000,"Nhà hẻm, ngõ",64.0,3.0
"Phường Cô Giang, Quận 1",7300000000,"Nhà hẻm, ngõ",52.0,2.0
"Phường 5, Quận 8",920000000,"Nhà hẻm, ngõ",61.0,3.0
"Phường 11, Quận Gò Vấp",12000000000,"Nhà hẻm, ngõ",66.0,6.0
"Phường 3, Quận 8",3980000000,"Nhà hẻm, ngõ",40.0,2.0
"Phường 1, Quận 8",8500000000,Nhà mặt tiền,68.0,2.0
"Phường Trường Thạnh, TP. Thủ Đức - Quận 9",16000000000,Nhà mặt tiền,98.0,6.0
"Phường 2, Quận 8",4350000000,"Nhà hẻm, ngõ",46.0,4.0
"Phường 9, Quận 8",3880000000,"Nhà hẻm, ngõ",30.0,3.0
"Phường 5, Quận 8",4990000000,"Nhà hẻm, ngõ",44.0,2.0
"Phường 9, Quận 8",2800000000,"Nhà hẻm, ngõ",18.0,3.0
"Phường 9, Quận 8",3300000000,"Nhà hẻm, ngõ",26.0,2.0
"Phường 3, Quận 8",4880000000,"Nhà hẻm, ngõ",35.0,2.0
"Phường 5, Quận 8",6500000000,"Nhà hẻm, ngõ",80.0,6.0
"Phường 12, Quận 8",4200000000,"Nhà hẻm, ngõ",43.0,3.0
"Phường 4, Quận 8",4880000000,"Nhà hẻm, ngõ",35.0,0.0
"Phường 4, Quận Gò Vấp",41500000000,Nhà mặt tiền,220.0,4.0
"Phường 2, Quận Tân Bình",16000000000,"Nhà hẻm, ngõ",63.0,3.0
"Phường 14, Quận Gò Vấp",5700000000,"Nhà hẻm, ngõ",50.0,4.0
"Phường 14, Quận Gò Vấp",6500000000,"Nhà hẻm, ngõ",48.0,4.0
"Phường 3, Quận 6",6500000000,"Nhà hẻm, ngõ",60.0,3.0
"Phường Phước Long B, TP. Thủ Đức - Quận 9",990000000,"Nhà hẻm, ngõ",63.0,3.0
"Phường Thới An, Quận 12",4500000000,Nhà mặt tiền,71.0,2.0
"Phường Tân Phong, Quận 7",3900000000,"Nhà hẻm, ngõ",56.0,4.0
"Xã An Phú Tây, Huyện Bình Chánh",2500000000,Nhà mặt tiền,80.0,3.0
"Phường Tân Thới Hòa, Quận Tân Phú",11000000000,"Nhà hẻm, ngõ",112.0,4.0
"Phường 5, Quận 10",2970000000,"Nhà hẻm, ngõ",57.0,4.0
"Phường 9, Quận 11",2950000000,"Nhà hẻm, ngõ",56.0,3.0
"Phường 8, Quận Gò Vấp",5700000000,"Nhà hẻm, ngõ",41.0,5.0
"Phường 5, Quận Gò Vấp",5500000000,"Nhà hẻm, ngõ",40.0,3.0
"Phường 7, Quận Gò Vấp",6950000000,"Nhà hẻm, ngõ",36.0,4.0
"Phường Tân Thuận Đông, Quận 7",2600000000,"Nhà hẻm, ngõ",44.0,3.0
"Phường 5, Quận Bình Thạnh",2650000000,"Nhà hẻm, ngõ",44.0,2.0
"Phường Long Bình, TP. Thủ Đức - Quận 9",990000000,"Nhà hẻm, ngõ",62.0,3.0
"Phường 9, Quận 8",2150000000,"Nhà hẻm, ngõ",40.0,2.0
"Phường 11, Quận 8",890000000,"Nhà hẻm, ngõ",62.0,3.0
"Phường Tân Thuận Tây, Quận 7",967000000,"Nhà hẻm, ngõ",65.0,3.0
"Phường 4, Quận Tân Bình",1210000000,"Nhà hẻm, ngõ",59.0,3.0
"Phường Tăng Nhơn Phú A, TP. Thủ Đức - Quận 9",880000000,"Nhà hẻm, ngõ",67.0,3.0
"Phường 8, Quận 11",970000000,"Nhà hẻm, ngõ",60.0,3.0
"Phường Phú Thạnh, Quận Tân Phú",700000000,"Nhà hẻm, ngõ",58.0,3.0
"Phường Long Bình, TP. Thủ Đức - Quận 9",1050000000,"Nhà hẻm, ngõ",60.0,3.0
"Phường 16, Quận Gò Vấp",8500000000,"Nhà hẻm, ngõ",100.0,3.0
"Phường Tân Sơn Nhì, Quận Tân Phú",875000000,"Nhà hẻm, ngõ",65.0,3.0
"Phường Phước Long B, TP. Thủ Đức - Quận 9",990000000,"Nhà hẻm, ngõ",62.0,3.0
"Phường 3, Quận 3",9900000000,"Nhà hẻm, ngõ",51.0,3.0
"Phường 12, Quận Bình Thạnh",1020000000,"Nhà hẻm, ngõ",62.0,3.0
"Xã Tân Xuân, Huyện Hóc Môn",700000000,"Nhà hẻm, ngõ",72.0,2.0
"Phường Thảo Điền, TP. Thủ Đức - Quận 2",941000000,"Nhà hẻm, ngõ",60.0,4.0
"Phường 5, Quận Gò Vấp",3950000000,"Nhà hẻm, ngõ",58.0,4.0
"Phường Hiệp Phú, TP. Thủ Đức - Quận 9",1070000000,"Nhà hẻm, ngõ",59.0,4.0
"Phường Thảo Điền, TP. Thủ Đức - Quận 2",1390000000,Nhà mặt tiền,65.0,4.0
"Phường 4, Quận 8",940000000,"Nhà hẻm, ngõ",55.0,4.0
"Phường 2, Quận 8",940000000,"Nhà hẻm, ngõ",60.0,4.0
"Phường Tân Thuận Đông, Quận 7",915000000,"Nhà hẻm, ngõ",60.0,4.0
"Phường Phước Bình, TP. Thủ Đức - Quận 9",990000000,"Nhà hẻm, ngõ",60.0,4.0
"Phường Tân Thuận Đông, Quận 7",915000000,"Nhà hẻm, ngõ",60.0,4.0
"Phường 10, Quận Gò Vấp",955000000,"Nhà hẻm, ngõ",60.0,4.0
"Phường 19, Quận Bình Thạnh",1250000000,"Nhà hẻm, ngõ",55.0,4.0
"Phường An Phú, TP. Thủ Đức - Quận 2",973000000,"Nhà hẻm, ngõ",60.0,4.0
"Phường Thới An, Quận 12",4500000000,Nhà mặt tiền,72.0,3.0
"Xã Tân Phú Trung, Huyện Củ Chi",620000000,"Nhà hẻm, ngõ",117.0,2.0
"Phường Phú Trung, Quận Tân Phú",2890000000,"Nhà hẻm, ngõ",14.0,1.0
"Phường 7, Quận Phú Nhuận",2680000000,"Nhà hẻm, ngõ",66.0,4.0
"Phường 16, Quận 11",2400000000,"Nhà hẻm, ngõ",52.0,4.0
"Phường Phú Thọ Hòa, Quận Tân Phú",2100000000,"Nhà hẻm, ngõ",37.0,4.0
"Phường 2, Quận 3",4250000000,"Nhà hẻm, ngõ",60.0,4.0
"Phường 2, Quận 5",5500000000,"Nhà hẻm, ngõ",40.0,4.0
"Phường 16, Quận Gò Vấp",5700000000,"Nhà hẻm, ngõ",48.0,4.0
